Store_Dept_Date,Weekly_Sales
26_45_2013-03-01,55.97
26_46_2013-03-01,8533.32
26_48_2013-03-01,267
26_49_2013-03-01,5397.91
26_52_2013-03-01,1134.5
26_54_2013-03-01,23.76
26_55_2013-03-01,5727.43
26_56_2013-03-01,1001.16
26_59_2013-03-01,147.39
26_60_2013-03-01,171
26_67_2013-03-01,5456.49
26_71_2013-03-01,3084.93
26_72_2013-03-01,34107.65
26_74_2013-03-01,9243.03
26_79_2013-03-01,11804.63
26_80_2013-03-01,17891.71
26_81_2013-03-01,17733.57
26_82_2013-03-01,10292.14
26_83_2013-03-01,2237.32
26_85_2013-03-01,1192.07
26_87_2013-03-01,31585.04
26_90_2013-03-01,59872.18
26_91_2013-03-01,35023.34
26_92_2013-03-01,84372.42
26_93_2013-03-01,23622.13
26_94_2013-03-01,38369.99
26_95_2013-03-01,68871.7
26_96_2013-03-01,15199.48
26_97_2013-03-01,12046.77
26_98_2013-03-01,5817.08
26_1_2013-03-08,16531.33
26_2_2013-03-08,26301.74
26_3_2013-03-08,6325.49
26_4_2013-03-08,24457.69
26_5_2013-03-08,23868.91
26_6_2013-03-08,3333.35
26_7_2013-03-08,9791.5
26_8_2013-03-08,32860.16
26_9_2013-03-08,8921.8
26_10_2013-03-08,8158.08
26_11_2013-03-08,9784.11
26_12_2013-03-08,5105.07
26_13_2013-03-08,21367.68
26_14_2013-03-08,10230.56
26_16_2013-03-08,5122.65
26_17_2013-03-08,8578.26
26_18_2013-03-08,1670.61
26_19_2013-03-08,1628.6
26_20_2013-03-08,3347.18
26_21_2013-03-08,4938.91
26_22_2013-03-08,5454.31
26_23_2013-03-08,12056.56
26_24_2013-03-08,2822.09
26_25_2013-03-08,3565.16
26_26_2013-03-08,3324.76
26_27_2013-03-08,863.84
26_28_2013-03-08,345.05
26_29_2013-03-08,2619.12
26_30_2013-03-08,1694.66
26_31_2013-03-08,1148.19
26_32_2013-03-08,3811.95
26_33_2013-03-08,2371.46
26_34_2013-03-08,5420.09
26_35_2013-03-08,2255.61
26_36_2013-03-08,935
26_38_2013-03-08,104334.66
26_40_2013-03-08,39512.06
26_41_2013-03-08,2057.32
26_42_2013-03-08,2106.81
26_44_2013-03-08,3848.31
26_46_2013-03-08,9543.97
26_48_2013-03-08,2166
26_49_2013-03-08,5397.91
26_52_2013-03-08,932.91
26_54_2013-03-08,8
26_55_2013-03-08,10999.1
26_56_2013-03-08,729.42
26_59_2013-03-08,177.77
26_60_2013-03-08,189
26_67_2013-03-08,5390.64
26_71_2013-03-08,3571.52
26_72_2013-03-08,34107.65
26_74_2013-03-08,8066.1
26_79_2013-03-08,14006.78
26_80_2013-03-08,20408.33
26_81_2013-03-08,20064.47
26_82_2013-03-08,12619.99
26_83_2013-03-08,3157.32
26_85_2013-03-08,1192.07
26_87_2013-03-08,31585.04
26_90_2013-03-08,65347.31
26_91_2013-03-08,56176.21
26_92_2013-03-08,103514.96
26_93_2013-03-08,31985.35
26_94_2013-03-08,47969.73
26_95_2013-03-08,77971.75
26_96_2013-03-08,15631.96
26_97_2013-03-08,16443.92
26_98_2013-03-08,6535.63
26_1_2013-03-15,17737.41
26_2_2013-03-15,24458.85
26_3_2013-03-15,5931.3
26_4_2013-03-15,21882.27
26_5_2013-03-15,16694.55
26_6_2013-03-15,1933.5
26_7_2013-03-15,9791.5
26_8_2013-03-15,32532.53
26_9_2013-03-15,8717.6
26_10_2013-03-15,9372.26
26_11_2013-03-15,10526.26
26_12_2013-03-15,3186.29
26_13_2013-03-15,20777.99
26_14_2013-03-15,11126.12
26_16_2013-03-15,6494.99
26_17_2013-03-15,8297.76
26_18_2013-03-15,843.67
26_19_2013-03-15,1628.6
26_20_2013-03-15,2710.74
26_21_2013-03-15,4401.32
26_22_2013-03-15,5454.31
26_23_2013-03-15,12458.53
26_24_2013-03-15,2788.21
26_25_2013-03-15,4991.46
26_26_2013-03-15,4578.34
26_27_2013-03-15,1101.65
26_28_2013-03-15,278.39
26_29_2013-03-15,3581.51
26_30_2013-03-15,2278.65
26_31_2013-03-15,1148.19
26_32_2013-03-15,3152.88
26_33_2013-03-15,2680.4
26_34_2013-03-15,7071.74
26_35_2013-03-15,2054.91
26_36_2013-03-15,935
26_38_2013-03-15,106479.586
26_40_2013-03-15,42319.79
26_41_2013-03-15,2057.32
26_42_2013-03-15,2840.6
26_44_2013-03-15,3848.31
26_46_2013-03-15,8879.47
26_48_2013-03-15,1704
26_49_2013-03-15,5397.91
26_52_2013-03-15,1358.56
26_54_2013-03-15,42.8
26_55_2013-03-15,7890.13
26_56_2013-03-15,2952.06
26_59_2013-03-15,221.17
26_60_2013-03-15,135
26_67_2013-03-15,5390.64
26_71_2013-03-15,2597.55
26_72_2013-03-15,34107.65
26_74_2013-03-15,8644.09
26_79_2013-03-15,10983.83
26_80_2013-03-15,18516.51
26_81_2013-03-15,16426.42
26_82_2013-03-15,12592.38
26_83_2013-03-15,2964.09
26_85_2013-03-15,1281.65
26_87_2013-03-15,23636.48
26_90_2013-03-15,56287.09
26_91_2013-03-15,40198.07
26_92_2013-03-15,89664.58
26_93_2013-03-15,27464.64
26_94_2013-03-15,47969.73
26_95_2013-03-15,66621.34
26_96_2013-03-15,14007.9
26_97_2013-03-15,12577.93
26_98_2013-03-15,6507.88
26_1_2013-03-22,16905.48
26_2_2013-03-22,26578.68
26_3_2013-03-22,4868.43
26_4_2013-03-22,24457.69
26_5_2013-03-22,23868.91
26_6_2013-03-22,1456.06
26_7_2013-03-22,10236.24
26_8_2013-03-22,30474.81
26_9_2013-03-22,7467.8
26_10_2013-03-22,9634.51
26_11_2013-03-22,10191.27
26_12_2013-03-22,2845.59
26_13_2013-03-22,17609.99
26_14_2013-03-22,7783.39
26_16_2013-03-22,5798.85
26_17_2013-03-22,8189.52
26_18_2013-03-22,2315.87
26_19_2013-03-22,1628.6
26_20_2013-03-22,2250.12
26_21_2013-03-22,5391.82
26_22_2013-03-22,5454.31
26_23_2013-03-22,12602.69
26_24_2013-03-22,2822.09
26_25_2013-03-22,4036.64
26_26_2013-03-22,3282.56
26_27_2013-03-22,1003.16
26_28_2013-03-22,297.72
26_29_2013-03-22,3692.95
26_30_2013-03-22,2278.65
26_31_2013-03-22,784.62
26_32_2013-03-22,4687.58
26_33_2013-03-22,1716.39
26_34_2013-03-22,5566.5
26_35_2013-03-22,2255.61
26_36_2013-03-22,830.9
26_38_2013-03-22,89786.91
26_40_2013-03-22,40094.35
26_41_2013-03-22,659
26_42_2013-03-22,2106.81
26_44_2013-03-22,3275.75
26_46_2013-03-22,9359.3
26_48_2013-03-22,1573
26_49_2013-03-22,5397.91
26_52_2013-03-22,915.06
26_55_2013-03-22,7890.13
26_56_2013-03-22,3948.02
26_59_2013-03-22,98.45
26_60_2013-03-22,135
26_67_2013-03-22,5390.64
26_71_2013-03-22,2151.49
26_72_2013-03-22,54956.34
26_74_2013-03-22,8693.75
26_79_2013-03-22,12016.81
26_80_2013-03-22,16635.68
26_81_2013-03-22,17374.06
26_82_2013-03-22,13265.95
26_83_2013-03-22,2964.09
26_85_2013-03-22,1236.97
26_87_2013-03-22,23636.48
26_90_2013-03-22,81377.88
26_91_2013-03-22,41652.92
26_92_2013-03-22,97339.91
26_93_2013-03-22,25876.07
26_94_2013-03-22,47969.73
26_95_2013-03-22,65601.37
26_96_2013-03-22,15322.29
26_97_2013-03-22,12125.06
26_98_2013-03-22,7383.05
26_1_2013-03-29,22137.97
26_2_2013-03-29,44885.81
26_3_2013-03-29,6325.49
26_4_2013-03-29,24006.47
26_5_2013-03-29,9325.4
26_6_2013-03-29,2828.92
26_7_2013-03-29,9997.35
26_8_2013-03-29,29359.34
26_9_2013-03-29,10309.28
26_10_2013-03-29,8056.91
26_11_2013-03-29,9763.55
26_12_2013-03-29,2845.59
26_13_2013-03-29,16720.97
26_14_2013-03-29,8791.15
26_16_2013-03-29,5122.65
26_17_2013-03-29,8216.36
26_18_2013-03-29,1037.4
26_19_2013-03-29,1643.39
26_20_2013-03-29,2771.56
26_21_2013-03-29,5391.82
26_22_2013-03-29,5454.31
26_23_2013-03-29,12056.56
26_24_2013-03-29,2822.09
26_25_2013-03-29,4036.64
26_26_2013-03-29,2828.66
26_27_2013-03-29,863.84
26_28_2013-03-29,297.72
26_29_2013-03-29,3692.95
26_30_2013-03-29,2695.22
26_31_2013-03-29,1043.74
26_32_2013-03-29,4155.49
26_33_2013-03-29,2371.46
26_34_2013-03-29,6421.97
26_35_2013-03-29,2255.61
26_36_2013-03-29,612.75
26_38_2013-03-29,106479.586
26_40_2013-03-29,40550.29
26_41_2013-03-29,1899.97
26_42_2013-03-29,2160.97
26_44_2013-03-29,3275.75
26_46_2013-03-29,8536.25
26_48_2013-03-29,545
26_49_2013-03-29,2886.36
26_52_2013-03-29,932.91
26_54_2013-03-29,38.92
26_55_2013-03-29,7890.13
26_56_2013-03-29,1805.8
26_59_2013-03-29,197.28
26_60_2013-03-29,135
26_67_2013-03-29,5390.64
26_71_2013-03-29,4836.08
26_72_2013-03-29,34107.65
26_74_2013-03-29,8693.75
26_79_2013-03-29,12190.25
26_80_2013-03-29,18753.31
26_81_2013-03-29,16592.8
26_82_2013-03-29,12404.07
26_83_2013-03-29,2253.29
26_85_2013-03-29,1236.54
26_87_2013-03-29,23636.48
26_90_2013-03-29,53185.04
26_91_2013-03-29,37640.39
26_92_2013-03-29,89760.87
26_93_2013-03-29,20076.65
26_94_2013-03-29,37595.53
26_95_2013-03-29,62952.68
26_96_2013-03-29,15322.29
26_97_2013-03-29,12121.54
26_98_2013-03-29,5817.08
26_99_2013-03-29,150
26_1_2013-04-05,76475.58
26_2_2013-04-05,44885.81
26_3_2013-04-05,5910.59
26_4_2013-04-05,26601.83
26_5_2013-04-05,21682.72
26_6_2013-04-05,2828.92
26_7_2013-04-05,11465.07
26_8_2013-04-05,33237.07
26_9_2013-04-05,24740.34
26_10_2013-04-05,12159.38
26_11_2013-04-05,11295.47
26_12_2013-04-05,2845.59
26_13_2013-04-05,20874.4
26_14_2013-04-05,11068.28
26_16_2013-04-05,3145.46
26_17_2013-04-05,9046.35
26_18_2013-04-05,13527.44
26_19_2013-04-05,1643.39
26_20_2013-04-05,4753.25
26_21_2013-04-05,5843.28
26_22_2013-04-05,5153.94
26_23_2013-04-05,12056.56
26_24_2013-04-05,2822.09
26_25_2013-04-05,4725.51
26_26_2013-04-05,2828.66
26_27_2013-04-05,994.51
26_28_2013-04-05,297.72
26_29_2013-04-05,2943.53
26_30_2013-04-05,1941.94
26_31_2013-04-05,1043.74
26_32_2013-04-05,4155.49
26_33_2013-04-05,2197.29
26_34_2013-04-05,6229.8
26_35_2013-04-05,2255.61
26_36_2013-04-05,612.75
26_38_2013-04-05,104334.66
26_40_2013-04-05,39512.06
26_41_2013-04-05,800.5
26_42_2013-04-05,3336.73
26_44_2013-04-05,4427.87
26_46_2013-04-05,9393.25
26_49_2013-04-05,2381
26_52_2013-04-05,1196.35
26_54_2013-04-05,38.92
26_55_2013-04-05,7497.28
26_56_2013-04-05,6516.26
26_59_2013-04-05,187.08
26_60_2013-04-05,135
26_67_2013-04-05,8270.45
26_71_2013-04-05,2382.07
26_72_2013-04-05,32512.22
26_74_2013-04-05,8066.1
26_79_2013-04-05,12145.29
26_80_2013-04-05,21229.58
26_81_2013-04-05,19814.21
26_82_2013-04-05,14541.41
26_83_2013-04-05,3171.85
26_85_2013-04-05,1236.54
26_87_2013-04-05,31585.04
26_90_2013-04-05,70291.07
26_91_2013-04-05,49852.65
26_92_2013-04-05,101551.43
26_93_2013-04-05,29820.25
26_94_2013-04-05,47969.73
26_95_2013-04-05,67559.52
26_96_2013-04-05,14367.99
26_97_2013-04-05,16638.55
26_98_2013-04-05,7507.55
26_99_2013-04-05,240
26_1_2013-04-12,19892.67
26_2_2013-04-12,44450.62
26_3_2013-04-12,5931.3
26_4_2013-04-12,23723.95
26_5_2013-04-12,14683.73
26_6_2013-04-12,1456.06
26_7_2013-04-12,13508.45
26_8_2013-04-12,29359.34
26_9_2013-04-12,24740.34
26_10_2013-04-12,12159.38
26_11_2013-04-12,11295.47
26_12_2013-04-12,3186.29
26_13_2013-04-12,21119.1
26_14_2013-04-12,10057.04
26_16_2013-04-12,10352.94
26_17_2013-04-12,8351.69
26_18_2013-04-12,384.01
26_19_2013-04-12,1643.39
26_20_2013-04-12,2609.34
26_21_2013-04-12,5152.55
26_22_2013-04-12,5123.88
26_23_2013-04-12,12458.53
26_24_2013-04-12,2822.09
26_25_2013-04-12,5873.87
26_26_2013-04-12,3282.56
26_27_2013-04-12,631.84
26_28_2013-04-12,302.56
26_29_2013-04-12,2952.03
26_30_2013-04-12,1880.7
26_31_2013-04-12,1148.19
26_32_2013-04-12,3695.64
26_33_2013-04-12,3196.32
26_34_2013-04-12,7268.96
26_35_2013-04-12,2764.97
26_36_2013-04-12,972
26_38_2013-04-12,101540.61
26_40_2013-04-12,39124.79
26_41_2013-04-12,1560
26_42_2013-04-12,2864.63
26_44_2013-04-12,4606.37
26_45_2013-04-12,23.94
26_46_2013-04-12,9576.15
26_48_2013-04-12,586
26_49_2013-04-12,5397.91
26_52_2013-04-12,1134.5
26_54_2013-04-12,14.88
26_55_2013-04-12,6234.42
26_56_2013-04-12,3806.43
26_59_2013-04-12,182.5
26_60_2013-04-12,144
26_67_2013-04-12,5638.33
26_71_2013-04-12,2597.55
26_72_2013-04-12,32512.22
26_74_2013-04-12,9747.58
26_79_2013-04-12,11804.63
26_80_2013-04-12,17497.56
26_81_2013-04-12,18637.99
26_82_2013-04-12,11483.52
26_83_2013-04-12,3068.34
26_85_2013-04-12,1041.06
26_87_2013-04-12,26913.97
26_90_2013-04-12,65770.66
26_91_2013-04-12,49992.4
26_92_2013-04-12,103514.96
26_93_2013-04-12,27692.73
26_94_2013-04-12,47969.73
26_95_2013-04-12,73015.54
26_96_2013-04-12,15322.29
26_97_2013-04-12,14106.33
26_98_2013-04-12,7507.55
26_99_2013-04-12,10
26_1_2013-04-19,21808.82
26_2_2013-04-19,42995.33
26_3_2013-04-19,5272.58
26_4_2013-04-19,23642.34
26_5_2013-04-19,10875.01
26_6_2013-04-19,2848.42
26_7_2013-04-19,13508.45
26_8_2013-04-19,27873.11
26_9_2013-04-19,39314.66
26_10_2013-04-19,14398.07
26_11_2013-04-19,11295.47
26_12_2013-04-19,4283.49
26_13_2013-04-19,21896.99
26_14_2013-04-19,9297.14
26_16_2013-04-19,9541.91
26_17_2013-04-19,8351.69
26_18_2013-04-19,35.03
26_19_2013-04-19,1643.39
26_20_2013-04-19,2609.34
26_21_2013-04-19,4668.81
26_22_2013-04-19,5123.88
26_23_2013-04-19,12458.53
26_24_2013-04-19,2192.42
26_25_2013-04-19,5708.99
26_26_2013-04-19,2888.6
26_27_2013-04-19,631.84
26_28_2013-04-19,298.09
26_29_2013-04-19,4344.76
26_30_2013-04-19,1880.7
26_31_2013-04-19,1148.19
26_32_2013-04-19,3568.82
26_33_2013-04-19,2578.02
26_34_2013-04-19,5636.48
26_35_2013-04-19,1630.5
26_36_2013-04-19,769
26_38_2013-04-19,105977.08
26_40_2013-04-19,36699.87
26_41_2013-04-19,1233
26_42_2013-04-19,3743.21
26_44_2013-04-19,4606.37
26_46_2013-04-19,8748.67
26_48_2013-04-19,324
26_49_2013-04-19,5397.91
26_52_2013-04-19,1351.39
26_55_2013-04-19,5859.8
26_56_2013-04-19,4761.96
26_59_2013-04-19,213.69
26_60_2013-04-19,144
26_67_2013-04-19,5638.33
26_71_2013-04-19,2316.98
26_72_2013-04-19,37691.53
26_74_2013-04-19,9249.09
26_79_2013-04-19,11804.63
26_80_2013-04-19,17416.9
26_81_2013-04-19,16521.83
26_82_2013-04-19,9741.61
26_83_2013-04-19,2324.3
26_85_2013-04-19,1321.2
26_87_2013-04-19,23636.48
26_90_2013-04-19,55351.3
26_91_2013-04-19,38903.1
26_92_2013-04-19,89664.58
26_93_2013-04-19,25859.49
26_94_2013-04-19,41280.97
26_95_2013-04-19,63006.98
26_96_2013-04-19,15199.48
26_97_2013-04-19,13493.62
26_98_2013-04-19,6040.66
26_99_2013-04-19,10
26_1_2013-04-26,12534.69
26_2_2013-04-26,42995.33
26_3_2013-04-26,5342.67
26_4_2013-04-26,23310.93
26_5_2013-04-26,10875.01
26_6_2013-04-26,2974.02
26_7_2013-04-26,13812.87
26_8_2013-04-26,29359.34
26_9_2013-04-26,39314.66
26_10_2013-04-26,14398.07
26_11_2013-04-26,9974.77
26_12_2013-04-26,4283.49
26_13_2013-04-26,21896.99
26_14_2013-04-26,9003.34
26_16_2013-04-26,9541.91
26_17_2013-04-26,8351.69
26_19_2013-04-26,1643.39
26_20_2013-04-26,2609.34
26_21_2013-04-26,4668.81
26_22_2013-04-26,5123.88
26_23_2013-04-26,13019.7
26_24_2013-04-26,2645.45
26_25_2013-04-26,6225.43
26_26_2013-04-26,2888.6
26_27_2013-04-26,817.94
26_28_2013-04-26,231.39
26_29_2013-04-26,4344.76
26_30_2013-04-26,1880.7
26_31_2013-04-26,1148.19
26_32_2013-04-26,3568.82
26_33_2013-04-26,2578.02
26_34_2013-04-26,5636.48
26_35_2013-04-26,1585
26_36_2013-04-26,714.98
26_38_2013-04-26,103749.08
26_40_2013-04-26,36454.82
26_41_2013-04-26,1233
26_42_2013-04-26,3743.21
26_44_2013-04-26,4417.84
26_46_2013-04-26,8748.67
26_47_2013-04-26,5
26_48_2013-04-26,324
26_49_2013-04-26,5397.91
26_52_2013-04-26,1863.11
26_54_2013-04-26,45.92
26_55_2013-04-26,6816.61
26_56_2013-04-26,3919.78
26_59_2013-04-26,285.52
26_60_2013-04-26,144
26_67_2013-04-26,5638.33
26_71_2013-04-26,2316.98
26_72_2013-04-26,37691.53
26_74_2013-04-26,9606.28
26_79_2013-04-26,9013.11
26_80_2013-04-26,18753.31
26_81_2013-04-26,16521.83
26_82_2013-04-26,9741.61
26_83_2013-04-26,1800.02
26_85_2013-04-26,1005.4
26_87_2013-04-26,23636.48
26_90_2013-04-26,55351.3
26_91_2013-04-26,36855.04
26_92_2013-04-26,89760.87
26_93_2013-04-26,22439.62
26_94_2013-04-26,37597.63
26_95_2013-04-26,63960.18
26_96_2013-04-26,15322.29
26_97_2013-04-26,12121.54
26_98_2013-04-26,6040.66
26_99_2013-04-26,30.04
26_1_2013-05-03,15295.25
26_2_2013-05-03,24831.8
26_3_2013-05-03,6683.95
26_4_2013-05-03,20353.85
26_5_2013-05-03,22325.32
26_6_2013-05-03,2491.62
26_7_2013-05-03,15742.14
26_8_2013-05-03,28925.17
26_9_2013-05-03,16073.88
26_10_2013-05-03,18021.31
26_11_2013-05-03,10623.32
26_12_2013-05-03,4499.52
26_13_2013-05-03,22231.93
26_14_2013-05-03,11080.87
26_16_2013-05-03,11437.84
26_17_2013-05-03,6727.82
26_19_2013-05-03,1578.95
26_20_2013-05-03,3118.5
26_21_2013-05-03,3511.01
26_22_2013-05-03,6190.73
26_23_2013-05-03,12312.67
26_24_2013-05-03,2585.57
26_25_2013-05-03,4928.64
26_26_2013-05-03,2974.58
26_27_2013-05-03,941.1
26_28_2013-05-03,364.44
26_29_2013-05-03,3019.04
26_30_2013-05-03,2448.11
26_31_2013-05-03,1297
26_32_2013-05-03,3729.35
26_33_2013-05-03,3787.94
26_34_2013-05-03,7296.6
26_35_2013-05-03,2646
26_36_2013-05-03,780
26_38_2013-05-03,106479.586
26_40_2013-05-03,41304.33
26_41_2013-05-03,113
26_42_2013-05-03,2445.91
26_44_2013-05-03,4092.84
26_46_2013-05-03,19653.85
26_48_2013-05-03,4507
26_49_2013-05-03,1663.55
26_52_2013-05-03,2302.92
26_54_2013-05-03,10.88
26_55_2013-05-03,8885.07
26_56_2013-05-03,13090.64
26_59_2013-05-03,8023.24
26_60_2013-05-03,572
26_67_2013-05-03,8017.03
26_71_2013-05-03,1612.84
26_72_2013-05-03,30562.04
26_74_2013-05-03,8142.48
26_79_2013-05-03,14731.63
26_80_2013-05-03,17213.83
26_81_2013-05-03,17727.5
26_82_2013-05-03,18386.52
26_83_2013-05-03,4462.22
26_85_2013-05-03,2591.37
26_87_2013-05-03,15990.52
26_90_2013-05-03,67793.02
26_91_2013-05-03,38982.08
26_92_2013-05-03,85040.12
26_93_2013-05-03,23941.32
26_94_2013-05-03,49599.55
26_95_2013-05-03,63945.16
26_96_2013-05-03,13700.6
26_97_2013-05-03,15886.5
26_98_2013-05-03,6520.19
26_99_2013-05-03,80
26_1_2013-05-10,15295.25
26_2_2013-05-10,27678.11
26_3_2013-05-10,6683.95
26_4_2013-05-10,21013.1
26_5_2013-05-10,17078.33
26_6_2013-05-10,2990.76
26_7_2013-05-10,13246.18
26_8_2013-05-10,28925.17
26_9_2013-05-10,17386.39
26_10_2013-05-10,18021.31
26_11_2013-05-10,10623.32
26_12_2013-05-10,4432.7
26_13_2013-05-10,23917.06
26_14_2013-05-10,23050.49
26_16_2013-05-10,37352.41
26_17_2013-05-10,6099.12
26_19_2013-05-10,1578.95
26_20_2013-05-10,2935.42
26_21_2013-05-10,3233.72
26_22_2013-05-10,5812.49
26_23_2013-05-10,12312.67
26_24_2013-05-10,1494.5
26_25_2013-05-10,6657.62
26_26_2013-05-10,2828.66
26_27_2013-05-10,715.25
26_28_2013-05-10,214.18
26_29_2013-05-10,2588.84
26_30_2013-05-10,2141.58
26_31_2013-05-10,1496.68
26_32_2013-05-10,4376.43
26_33_2013-05-10,3102
26_34_2013-05-10,8687.79
26_35_2013-05-10,2646
26_36_2013-05-10,1311
26_38_2013-05-10,95278.04
26_40_2013-05-10,39124.79
26_41_2013-05-10,113
26_42_2013-05-10,2942.01
26_44_2013-05-10,4092.84
26_46_2013-05-10,22389.12
26_47_2013-05-10,5
26_48_2013-05-10,4507
26_49_2013-05-10,1663.55
26_52_2013-05-10,2302.92
26_54_2013-05-10,5
26_55_2013-05-10,7535.44
26_56_2013-05-10,16638.93
26_59_2013-05-10,8023.24
26_60_2013-05-10,572
26_67_2013-05-10,13465.69
26_71_2013-05-10,1612.84
26_72_2013-05-10,29257.57
26_74_2013-05-10,7911.38
26_79_2013-05-10,14731.63
26_80_2013-05-10,16765.99
26_81_2013-05-10,16705.56
26_82_2013-05-10,15628.83
26_83_2013-05-10,4462.22
26_85_2013-05-10,2383.71
26_87_2013-05-10,14943.77
26_90_2013-05-10,57732.92
26_91_2013-05-10,45423.92
26_92_2013-05-10,82468.69
26_93_2013-05-10,30579.15
26_94_2013-05-10,53722.77
26_95_2013-05-10,69734.39
26_96_2013-05-10,19176.56
26_97_2013-05-10,20259.48
26_98_2013-05-10,6801.31
26_99_2013-05-10,5
26_1_2013-05-17,15612.5
26_2_2013-05-17,25024.65
26_3_2013-05-17,6683.95
26_4_2013-05-17,17177.48
26_5_2013-05-17,20936.97
26_6_2013-05-17,2719.76
26_7_2013-05-17,12518.73
26_8_2013-05-17,24647.03
26_9_2013-05-17,11952.28
26_10_2013-05-17,18021.31
26_11_2013-05-17,10623.32
26_12_2013-05-17,4432.7
26_13_2013-05-17,23917.06
26_14_2013-05-17,11080.87
26_16_2013-05-17,19890.44
26_17_2013-05-17,7046.91
26_19_2013-05-17,1578.95
26_20_2013-05-17,2935.42
26_21_2013-05-17,3233.72
26_22_2013-05-17,6341.06
26_23_2013-05-17,13991.96
26_24_2013-05-17,1855.76
26_25_2013-05-17,6755.5
26_26_2013-05-17,3308.06
26_27_2013-05-17,941.1
26_28_2013-05-17,278.39
26_29_2013-05-17,2433.89
26_30_2013-05-17,2294.78
26_31_2013-05-17,1496.68
26_32_2013-05-17,3778.2
26_33_2013-05-17,3102
26_34_2013-05-17,8115.12
26_35_2013-05-17,2646
26_36_2013-05-17,2594
26_38_2013-05-17,95278.04
26_40_2013-05-17,39124.79
26_41_2013-05-17,113
26_42_2013-05-17,2682.23
26_44_2013-05-17,4092.84
26_46_2013-05-17,19653.85
26_49_2013-05-17,1663.55
26_52_2013-05-17,2302.92
26_55_2013-05-17,6426.02
26_56_2013-05-17,13090.64
26_59_2013-05-17,8023.24
26_60_2013-05-17,572
26_67_2013-05-17,13753.49
26_71_2013-05-17,1801.76
26_72_2013-05-17,30900.43
26_74_2013-05-17,8091.21
26_79_2013-05-17,15229.08
26_80_2013-05-17,15689.87
26_81_2013-05-17,15727.55
26_82_2013-05-17,15628.83
26_83_2013-05-17,4462.22
26_85_2013-05-17,2591.37
26_87_2013-05-17,14943.77
26_90_2013-05-17,62447.27
26_91_2013-05-17,39102.71
26_92_2013-05-17,75493.37
26_93_2013-05-17,30878.25
26_94_2013-05-17,53722.77
26_95_2013-05-17,64124.07
26_96_2013-05-17,15915.29
26_97_2013-05-17,14269.42
26_98_2013-05-17,6801.31
26_1_2013-05-24,13998.82
26_2_2013-05-24,24795.09
26_3_2013-05-24,5619.62
26_4_2013-05-24,17637.44
26_5_2013-05-24,17078.33
26_6_2013-05-24,4404.72
26_7_2013-05-24,15170.19
26_8_2013-05-24,26071.34
26_9_2013-05-24,11952.28
26_10_2013-05-24,18021.31
26_11_2013-05-24,10623.32
26_12_2013-05-24,4432.7
26_13_2013-05-24,22972.78
26_14_2013-05-24,31693.37
26_16_2013-05-24,16121.27
26_17_2013-05-24,6116.37
26_18_2013-05-24,5.5
26_19_2013-05-24,1578.95
26_20_2013-05-24,2874.9
26_21_2013-05-24,3511.01
26_22_2013-05-24,4348.87
26_23_2013-05-24,11676.16
26_24_2013-05-24,1494.5
26_25_2013-05-24,4715.7
26_26_2013-05-24,3282.56
26_27_2013-05-24,715.25
26_28_2013-05-24,288.67
26_29_2013-05-24,2433.89
26_30_2013-05-24,2294.78
26_31_2013-05-24,1297
26_32_2013-05-24,4014.27
26_33_2013-05-24,3102
26_34_2013-05-24,11135.9
26_35_2013-05-24,2646
26_36_2013-05-24,2594
26_38_2013-05-24,103749.08
26_40_2013-05-24,37828.54
26_41_2013-05-24,113
26_42_2013-05-24,2439.76
26_44_2013-05-24,4092.84
26_46_2013-05-24,20923.48
26_48_2013-05-24,4507
26_49_2013-05-24,1663.55
26_52_2013-05-24,2302.92
26_55_2013-05-24,7535.44
26_56_2013-05-24,18970.32
26_59_2013-05-24,8023.24
26_60_2013-05-24,572
26_67_2013-05-24,8643.84
26_71_2013-05-24,1801.76
26_72_2013-05-24,23867.51
26_74_2013-05-24,7911.38
26_79_2013-05-24,14703.32
26_80_2013-05-24,15689.87
26_81_2013-05-24,15781.12
26_82_2013-05-24,15710.16
26_83_2013-05-24,4462.22
26_85_2013-05-24,2491.41
26_87_2013-05-24,14943.77
26_90_2013-05-24,81444.61
26_91_2013-05-24,37251.88
26_92_2013-05-24,72268.9
26_93_2013-05-24,30543.96
26_94_2013-05-24,50311.57
26_95_2013-05-24,59261.02
26_96_2013-05-24,22853.28
26_97_2013-05-24,14269.42
26_98_2013-05-24,6633.7
26_99_2013-05-24,10
26_1_2013-05-31,13998.82
26_2_2013-05-31,24795.09
26_3_2013-05-31,5619.62
26_4_2013-05-31,17637.44
26_5_2013-05-31,17078.33
26_6_2013-05-31,4404.72
26_7_2013-05-31,15170.19
26_8_2013-05-31,26530.17
26_9_2013-05-31,18469.08
26_10_2013-05-31,18021.31
26_11_2013-05-31,10623.32
26_12_2013-05-31,5260.67
26_13_2013-05-31,22304.19
26_14_2013-05-31,21581.07
26_16_2013-05-31,16121.27
26_17_2013-05-31,5355.63
26_19_2013-05-31,1578.95
26_20_2013-05-31,2874.9
26_21_2013-05-31,3233.72
26_22_2013-05-31,4348.87
26_23_2013-05-31,11676.16
26_24_2013-05-31,1494.5
26_25_2013-05-31,5371.2
26_26_2013-05-31,3282.56
26_27_2013-05-31,715.25
26_28_2013-05-31,297.72
26_29_2013-05-31,2760.1
26_30_2013-05-31,2294.78
